ID	content	Câu hỏi/External ID
utc2_a_1528	" 6. có bạn nhé, bạn liên hệ với trung tâm đào tạo thực hành và chuyển giao công nghệ nhà e7 nha."	__import__.utc2_q_1528
utc2_a_1529	 7. vậy là khi phòng ctct&amp;sv thông báo nhận lại bằng bạn đã không lên phải không ạ ? nếu vậy bạn mang giấy tờ tùy thân và giấy bên nhận hs nhập học lên phòng 6 nhà d3 làm thủ tục rút nhé ./.	__import__.utc2_q_1529
utc2_a_1530	" cảm ơn bạn, ý kiến của bạn đã được chuyển về phòng thiết bị - quản trị để được xử lý rồi bạn nhé, thường do áp lực nước máy lớn sẽ làm lõi lọc bị tắc bạn thông cảm nha :)."	__import__.utc2_q_1530
utc2_a_1531	" 1. Còn thời gian thì bạn cứ đăng ký, trùng lịch bạn phải hủy 1 môn cũng là chuyện bình thường mà."	__import__.utc2_q_1531
utc2_a_1532	 2. bạn phải làm đơn tập hợp người cùng nguyện vọng nộp phòng 9 nhà d3 mới hy vọng mở được lớp nhé.	__import__.utc2_q_1532
utc2_a_1533	" 3. tùy vào điều kiện tổ chức các lớp học phần ví dự: giảng viên, máy móc, sân bãi, số lượng sv đăng ký, số học phần ... để phân bổ lịch học phù hợp nhất, bạn thông cảm nha."	__import__.utc2_q_1533
utc2_a_1534	 4. ad ko biết cụ thể tình hình của bạn có bao nhiêu tín chỉ và yêu cầu số học phần của khóa bạn vì không biết cụ thể nên tốt nhất bạn lên phòng 10 nhà d3 để hỏi nha.	__import__.utc2_q_1534
utc2_a_1535	" 1. bạn lê phòng 10 nhà d3 xin mẫu đơn đóng tiền trực tiếp nhé, lưu ý lý do phải thuyết phục đó nha, không phải như bạn gửi lên diễn đàn đâu nhé :)"	__import__.utc2_q_1535
utc2_a_1536	 2. sổ bạn nộp cho thầy tân - phòng 10 nhà d3 nhé	__import__.utc2_q_1536
utc2_a_1537	" 3. Lấy điểm thi cao nhất bạn nhé, là điểm cũ đó bạn."	__import__.utc2_q_1537
utc2_a_1538	 4. Có điểm thì sẽ được vào ngay bạn yên tâm nhé.	__import__.utc2_q_1538
utc2_a_1539	 1. có nghĩa là bạn đã đăng ký thành công nên không đăng ký nữa đó bạn. bạn kiểm tra lại lịch sử truy cập hoặc lên phòng 10 nhà d3 để hỏi nha.	__import__.utc2_q_1539
utc2_a_1540	 2. Tính vào tích lũy nha bạn.	__import__.utc2_q_1540
utc2_a_1541	" 3. Bạn muốn được vào thẳng chuyên ngành thì phải đạt điều kiện trước khi vào là thi qua AV cơ bản A, còn bạn muốn nộp chứng chỉ thì cứ nộp theo quy định và đợi đăng ký xếp lớp thôi ạ."	__import__.utc2_q_1541
utc2_a_1542	" 4. Đúng rồi bạn, xem lại trang 62 sổ tay sinh viên K58 về bảng điểm quy đổi sang thang 10 của anh văn B1 các chứng chỉ tương đương nhé."	__import__.utc2_q_1542
utc2_a_1543	" 1. bạn yên tâm ad chuyển rồi nhé, nhưng bạn cũng nên lên phòng 10 nhà d3 để xin hủy học phần nha."	__import__.utc2_q_1543
utc2_a_1544	" 2. Xin lỗi bạn, hiện vấn đề đang được xem xét nhé, có gì sẽ được thông báo ạ."	__import__.utc2_q_1544
utc2_a_1545	 3. Khi có điểm bạn sẽ được đăng ký thôi bạn yên tâm nhé.	__import__.utc2_q_1545
utc2_a_1546	" 4. và 5. các bạn lên phòng 9 nhà d3 để nộp đơn xin mở lớp nhé, tùy vào nhu cầu thường thì tập hợp được càng nhiều người cùng nguyện vọng như bạn thì càng dễ được duyệt."	__import__.utc2_q_1546
utc2_a_1547	" 1. Giờ thì trên tinh thần là phải đợi bạn nhé,quy định này là ""đặc sản - made in UTC"" :), lần sau nhớ cẩn thận hơn nha bạn, quy định thì phải chấp hành, đặc biệt là quy định phòng thi."	__import__.utc2_q_1547
utc2_a_1548	" 2. Muốn nhận đồ án phải chờ thông báo vào khoảng tháng 8 bạn nhé, đợt bảo vệ cho tất cả các ngành có sv nợ là vào tháng 9."	__import__.utc2_q_1548
utc2_a_1549	 3. trong giấy xác nhận đang làm lại thẻ của bạn ghi đến bao giờ hết hạn thì hôm đó bạn lên phòng 6 nhà d3 để nhận nhé.	__import__.utc2_q_1549
utc2_a_1550	" 4. Khi nào đăng ký lớp học phần thành công mà ko học bạn mới bị 0đ nhé, còn lại thì chờ nhà trường xử lý nha."	__import__.utc2_q_1550
utc2_a_1551	 5. Bạn chờ đến thông báo đăng ký lớp học phần để đăng ký nha.	__import__.utc2_q_1551
utc2_a_1552	" AD: Bạn yên tâm sẽ không có chuyện đó xảy ra nữa đâu ạ 🙂, ôn và thi thật tốt bạn nhé"	__import__.utc2_q_1552
utc2_a_1553	" AD: AD rất thông cảm với các bạn, nhưng có lẽ phương pháp của các bạn chưa đúng rồi. "	__import__.utc2_q_1553
utc2_a_1554	 1. Bạn phải trả số tiền tính theo ngày trễ và nằm trong danh sách gửi Hội đồng kỷ luật xem xét hình thức xử lý phù hợp nếu trễ hạn quá lâu.	__import__.utc2_q_1554
utc2_a_1555	" 2. nếu có lý do chính đáng bạn gửi đơn lên phòng 9 nhà d3, nếu được thông qua bạn nộp tiền tại phòng 8 nhà d3 nhé."	__import__.utc2_q_1555
utc2_a_1556	 3. làm đơn gửi phòng 9 nhà d3 để được xem xét bạn nhé.	__import__.utc2_q_1556
utc2_a_1557	 4. và 5. trang Website đã sửa rồi các bạn vào thoải mái nhé	__import__.utc2_q_1557
utc2_a_1558	 6. Chỉ xét thang điểm 4 thôi bạn	__import__.utc2_q_1558
utc2_a_1559	" 7. Hạn chế tối đa những trường hợp như vậy bạn nhé, sẽ ảnh hưởng lớn đến việc xếp lơp học phần."	__import__.utc2_q_1559
utc2_a_1560	 8. và 9. lên phòng 6 nhà d3 bạn nhé	__import__.utc2_q_1560
utc2_a_1561	 10. Đăng ký qua mục dịch vụ công bằng Email sinh viên và đợi lịch hẹn lên phòng 5 nhà D3 đóng tiền để nhận nhé.	__import__.utc2_q_1561
utc2_a_1562	 11. Ghi ở cột học lại bạn nhé.	__import__.utc2_q_1562
utc2_a_1563	 11. Ghi ở cột học lại bạn nhé.	__import__.utc2_q_1563
utc2_a_1564	" AD: AD rất chia sẻ với bạn và đã gửi ý kiến của bạn về Đoàn TN, HSV và các đơn vị liên qua. AD trao đổi vậy nhé:"	__import__.utc2_q_1564
utc2_a_1565	" 1. làm đơn gửi phòng 9 nhà d3 đi bạn, thu thập hết chữ ký của các bạn ấy nhé, nếu bạn inbox môn học ở dưới có thể sẽ có nhiều người học hơn đấy ạ :)"	__import__.utc2_q_1565
utc2_a_1566	" 2. không sao ạ, bị liên tiếp mới phải nhận quyết định thôi học, nhưng bạn cần được tư vấn kỹ hơn, hay tìm đến cố vấn học tập và phòng 10 nhà d3 để hỏi nhé."	__import__.utc2_q_1566
utc2_a_1567	" 3. bạn phải có xác nhận của bệnh viện cấp huyện hoặc bv đa khoa có dấu tròn nhé, có đơn nộp phòng đào tạo 9 nhà d3 nữa nha bạn, lên phòng đó sẽ được huwongx dẫn ký hơn nha."	__import__.utc2_q_1567
utc2_a_1568	" 4. pass là: ""ngày/tháng/nămsinh"" của bạn, ví dụ: 13/05/2018 :), nếu nhập không thành công lên phòng 6 nhà d3 để được cấp lại email nhé bạn :)"	__import__.utc2_q_1568
utc2_a_1569	" 5. bạn liên hệ trung tâm đào tạo thực hành và chuyển giao công nghệ của trường số 02837360512 để hỏi nhé, trung tâm có rất nhiều khóa học chứng chỉ như vậy đấy ạ"	__import__.utc2_q_1569
utc2_a_1570	" 6. Coi như bạn bị thi rớt thôi ạ, tránh tình trạng như vậy nha bạn, nếu ai cũng như bạn thì khâu tổ chức sẽ gặp khó khăn lắm đấy ạ."	__import__.utc2_q_1570
utc2_a_1571	" ad: ad đã trả lời bạn rồi ạ, bạn lên phòng 9 nhà d3 để nộp đơn chứ ad sao có thể ""duyệt cho bạn thông qua diễn đàn"" được ạ, bạn thông cảm."	__import__.utc2_q_1571
utc2_a_1572	 1. Tài khoản của ai cũng thanh toán được bạn ạ.	__import__.utc2_q_1572
utc2_a_1573	" 2. cần tránh những trường hợp như vậy bạn nhé, sẻ ảnh hưởng nhiều đến kế hoạch xếp lớp của nhà trường đấy ạ. bạn lên phòng 10 nhà d3 giải quyết nhé."	__import__.utc2_q_1573
utc2_a_1574	" 3. bạn phải lên phòng 10 nhà d3 để hỏi cụ thể vấn đề này ạ, qua diễn đàn ad ko thể trả lời thấu đáo bạn được, bạn thông cảm."	__import__.utc2_q_1574
utc2_a_1575	 4. nhờ người thâm bạn bè lên phòng 10 nhà d3 hỏi trực tiếp bạn nhé. ad không biết môn của bạn là gì nên không trả lời được ạ.	__import__.utc2_q_1575
utc2_a_1576	" 5. tuần này thanh toán hết luôn học bổng bạn chờ tin nhắn nhé, nếu ko có thì kiểm tra lại dịch vụ tin nhắn của ngân hàng nha bạn."	__import__.utc2_q_1576
utc2_a_1577	" ad: bạn thông cảm ad thực sự suýt ngã té ghế khi đọc phần giải trình nguyên nhân của bạn :). ad chia sẻ với tâm tư của bạn. nhưng ad nghĩ lý do này chưa thật sự thuyết phục đâu ạ, tuy nhiên bạn có thể lên phòng 9 nhà d3 nộp đơn để xin, được duyệt hay không ad không chắc nhé, chúc bạn may mắn :)"	__import__.utc2_q_1577
utc2_a_1578	" ad: ad đã chuyển ban quản lý ktx, sắp tới có lẽ món ""tiểu hổ"" có lẽ sẽ lên ngôi ạ :)"	__import__.utc2_q_1578
utc2_a_1579	" 1. bạn vào mục ""dịch vụ công"" và dùng email để đăng ký tại phần làm lại thẻ sv, sau đó đợi phản hồi từ bộ phận làm thể qua email và lên phòng 6 nhà d3 để được làm thẻ mới nhé."	__import__.utc2_q_1579
utc2_a_1580	 2. Trong tuần này sẽ gửi bạn nhé	__import__.utc2_q_1580
utc2_a_1581	 3. bạn lên phòng 6 nhà d3 gặp cô mai để nộp nhé	__import__.utc2_q_1581
utc2_a_1582	 4. bạn làm đơn trình bày lý do gửi phòng 9 nhà d3 để được xem xét nhé.	__import__.utc2_q_1582
utc2_a_1583	" AD: Phòng Tài chính - kế toán trả lời đây bạn: ""Thông báo có ghi rõ nội dung như hình "	__import__.utc2_q_1583
utc2_a_1584	" ad: phòng đào tạo trả lời: theo thông báo của nhà trường không phải ra muộn em nhé, trừ những học phần giảng viên hà nôi giảng đã kết thúc. hầu hết những học phần giảng viên tại phân hiệu giảng vẫn còn thời gian học và đươc phép rút học phần trừ cô huệ giảng học phần vẽ kỹ thuật."	__import__.utc2_q_1584
utc2_a_1585	 1. Phòng TC-KT sẽ gửi qua tài khoản cho các bạn ạ.	__import__.utc2_q_1585
utc2_a_1586	" 2. Bằng tất cả các phương tiện bạn ạ: Email, Website ... nếu gấp sẽ thông qua điện thoại :("	__import__.utc2_q_1586
utc2_a_1587	" AD: AD cũng từng tham gia coi thi, thấy trường mình coi thi nghiêm túc đấy chứ ạ, bằng chứng là có rất nhiều bạn bị xử lý kỷ luật sau mỗi kỳ thi và trường ta có 1 list ""Bảng phong thần"" các Thầy/Cô được mạnh danh là ""sát thủ phòng thi"" ..:) "	__import__.utc2_q_1587
utc2_a_1588	 1. Lịch thi học kỳ 2 đã đăng ngày 23.04.2018 em nhé.	__import__.utc2_q_1588
utc2_a_1589	 2. Nhà trường đã mở thêm 1 lớp thi tự do A2 để các em có thể đăng ký.	__import__.utc2_q_1589
utc2_a_1590	" 3. Vẫn đăng ký bình thường thôi bạn, có thể lớp bạn đăng ký đã đủ người thôi ạ."	__import__.utc2_q_1590
utc2_a_1591	 4. Trường hợp của em vẫn đăng ký bình thường em nhé.	__import__.utc2_q_1591
utc2_a_1592	 4. Trường hợp của em vẫn đăng ký bình thường em nhé.	__import__.utc2_q_1592
utc2_a_1593	" AD: Nhà trường đã cho rút bớt học phần nghĩa là không cảnh báo học vụ các bạn vì lý do này đâu ạ, bạn đã bị cảnh báo trước đó thì làm đơn xin rút bớt học phần sẽ được duyệt thôi ạ."	__import__.utc2_q_1593
utc2_a_1594	" AD đăng nhiều rồi nhưng rất nhiều bạn vẫn gửi câu hỏi về vấn đề này, AD định không trả lời nữa nhưng bạn có lý do chính đáng quá :) nên AD đăng để một lần nữa cho các bạn rõ là tuần sau sẽ có. Nhưng Quyết định đã có rồi bạn download rồi đem in ra khoe mẹ cũng được mà :)."	__import__.utc2_q_1594
utc2_a_1595	" 1. đăng ký được bạn nhé, phòng đào tạo đang hiệu chỉnh, mai bạn đăng ký lại nhé."	__import__.utc2_q_1595
utc2_a_1596	" 2. Phòng TC - KT đang cấu hình lại ngày đóng tiền, tối hoặc mai bạn truy cập lại nhé"	__import__.utc2_q_1596
utc2_a_1597	" 3. bạn học năm thứ mấy rồi ạ, theo sổ tay sv khóa 58 ở trang 28 mục ""cảnh báo học tập, thôi học"" : điểm trung bình chung tích lũy dưới 1.20 đối với sv năm nhất, 1.40 sv năm 2 và 1.80 với sv năm 3 và cuối khóa... bạn xem kỹ hoặc liên hệ với phòng 10 nhà d3 nếu muốn được hỗ trợ thêm nhé"	__import__.utc2_q_1597
utc2_a_1598	" 1. Nhà trường không có bìa đựng bằng như bạn nói đâu ạ, các bạn ấy đăng ký mua bên ngoài đấy ạ"	__import__.utc2_q_1598
utc2_a_1599	 2. bạn lấy các chứng chỉ này ở phòng 9 nhà d3 nhé.	__import__.utc2_q_1599
utc2_a_1600	" 1. Tháng 6 Khóa 55 kinh tế sẽ có đợt bảo vệ các bạn nhé, lịch chi tiết đầu tháng 5 sẽ có ạ."	__import__.utc2_q_1600
utc2_a_1601	" 2. nội quy thư viện utc2 có chia 2 loại sách để phục vụ sinh viên, loại 1: phục vụ tại phòng đọc và mượn về nhà tối đa 2 tuần (hết thời gian mượn nếu bạn muốn mượn thêm phải mang sách tới trả rồi làm thủ tục mượn tiếp - nếu còn) loại 2: phục vụ mượn cả học kỳ (kho mượn), đối với những đầu sách này các bạn mượn theo thông báo ở đầu mỗi học kỳ - thời gian mượn thường là hết học kỳ thì bạn phải trả (khoảng 5 tháng). p/s. bạn có thể tham khảo thông tin này trong sổ tay sinh viên phần thư viện utc2 nhé!"	__import__.utc2_q_1601
utc2_a_1602	" 3. Bạn liên hệ VP Đoàn nhé, có rồi đấy ạ vì vòng thi thành phố vừa tổ chức hôm 22/04 ạ"	__import__.utc2_q_1602
utc2_a_1603	" 4. Trong tháng 5 sẽ đóng đợt 2 ạ, tuần này đóng tiền Anh văn thôi ạ."	__import__.utc2_q_1603
utc2_a_1604	" 5. Bạn liên hệ VP Đoàn nhé, thường mỗi tháng tổ chức 1 lần, hs gồm những gì bạn mua hs sẽ được hướng dẫn ạ (CMND photo và ảnh, lệ phí thi...) bạn nhé"	__import__.utc2_q_1604
utc2_a_1605	" 6. Nghỉ chứ bạn, có thông báo từ tuần trước trong mục thông báo mới đấy ạ."	__import__.utc2_q_1605
utc2_a_1606	" Lần đầu tiên AD nghe đến ""Con Mũi "", con này ít nghe vậy chắc là cần bảo vệ vì có thể nằm trong ""Sách đỏ"" nhỉ :). Có phải bạn nói về Muỗi phải không ạ ?"	__import__.utc2_q_1606
utc2_a_1607	 1. và 2. Rà soát theo hai hướng cả về khiếu nại lẫn danh sách suất ra từ hệ thống quản lý. Vì đảm bảo tiến độ thời gian nên danh sách dự kiến có thể chính xác tới 98% thôi ạ.	__import__.utc2_q_1607
utc2_a_1608	" 1. phòng thiết bị - quản trị đãng rà soát lại các phòng và cho lắp thêm quạt trước mắt là ở e9 nhé, bạn yên tâm"	__import__.utc2_q_1608
utc2_a_1609	" 2. phòng nước thì các thầy/cô ra vào giữa các tiết và trở lại dạy, không ai biết chắc mình là người cuối cùng bạn ạ. các cô nhân viên phòng nước và vệ sinh quản lý các phòng đó phải đến cuối giờ học mới tắt chứ cứ tắt mở liên tục sau mỗi 5 - 10 phút giữa giờ thì khấu hao thiết bị cũng ko được bao lâu. phòng thiết bị quản trị đã nhận được ý kiến của các bạn và sẽ tiến hành đôn đốc kiểm tra, có phương án để tiết kiệm, rất cảm ơn bạn đã phản ánh"	__import__.utc2_q_1609
utc2_a_1610	" 1. Có bạn nhé, hiện Trung tâm Đào tạo thực hành và chuyển giao công nghệ GTVT nhà E7 chuẩn bị ra thông báo ôn tập và thi, bạn xuống Trung tâm liên hệ trực tiếp nhé."	__import__.utc2_q_1610
utc2_a_1611	" 2. ad ko hiểu câu hỏi của bạn lắm ""thay đổi qua a2 "" là sao ạ? ad cũng thấy 2 câu tương tự như vậy chắc cũng là của bạn, bạn lên phòng 10 nhà d3 trình bày rõ hơn để được hỗ trợ nhé"	__import__.utc2_q_1611
utc2_a_1612	" 3. Vẫn ở đó nha bạn, bạn xem kỹ nha, nó chỉ bị trôi đi vì thông báo nhiều thôi ạ"	__import__.utc2_q_1612
utc2_a_1613	" 4. Được chứ ạ, bạn liên hệ với CVHT và phòng 10 D3 để được tư vấn kỹ hơn nhé"	__import__.utc2_q_1613
utc2_a_1614	 ad: ad đã chuyển trung tâm thông tin thư viện và nhận được phản hồi như sau ạ:	__import__.utc2_q_1614
utc2_a_1615	 1. Có danh sách dự kiến sau đó chờ giải quyết khiếu nại đến 19/04 rà soát và ra quyết định. Dự kiến tuần tới nhận tiền nhé bạn.	__import__.utc2_q_1615
utc2_a_1616	" 2. năm nào cũng giống nhau về tiêu chí xét thôi bạn, khác chút là tùy theo tỉ lệ sv của lớp nhiều hay ít và số sv có kết quả tốt nhiều thì các lớp sẽ khác nhau về số lượng sv được nhận học bổng, cũng tùy theo năm thì học bổng cao thấp theo mức học phí đóng."	__import__.utc2_q_1616
utc2_a_1617	" 3. - theo mục 2.1.b ""đối tượng cấp học bổng khuyến khích học tập "" trang 87 sổ tay sv khóa 58: ""đối tượng cấp học bổng khuyến khich học tập là sinh viên các trường đào tạo công lập, hệ chính quy, tập trung, dài hạn có kết quả học tập, rèn luyện từ loại khá trở lên, không bị kỷ luật từ mức khiển trách trở lên trong học kỳ xét học bổng thì được xét học bổng kkht trong phạm vi quỹ học bổng kkht của nhà trường..."" - bạn lên phòng 6 nhà d3 để biết thêm thông tin về quyết định kỷ luật của bạn nhé, các quyết định 2118 đã đăng tải trên wb từ tháng 12/2017 bạn nhé. cảm ơn bạn đã gửi câu hỏi về diễn đàn."	__import__.utc2_q_1617
utc2_a_1618	" 4. Bạn mang giấy tờ tùy thân, thẻ SV lên Văn phòng Đoàn nhà E2 để nhận nhé."	__import__.utc2_q_1618
utc2_a_1619	" Rất cảm ơn ý kiến của bạn. Về Website thì nhà trường đang đầu tư chỉnh sửa bạn ạ, sắp tới sẽ có nhiều thay đổi và tính tương tác cao hơn. Hiện mục chat và comment ở dưới bài viết vẫn có nhưng có thấy bạn nào ý kiến đâu ạ ?, có lẽ vì các trang facebook mạnh quá nên các bạn ko có ý kiến trên WB. Nhà trường hay mở tọa đàm, các buổi thảo luận hoặc đối thoại với lãnh đạo nhà trường để phát huy quyền dân chủ và tăng sự tự tin trước đám đông cũng là cách tốt mà, các bạn cứ trao đổi hoài qua tin nhắn thì cũng hay lắm ạ."	__import__.utc2_q_1619
utc2_a_1620	 ad: phòng thiết bị - quản trị trả lời như sau:	__import__.utc2_q_1620
utc2_a_1621	 1. Học phần em được 6.0 nếu đúng tên học phần cùng số tín chỉ thì được chuyển điểm sang em nhé.lịch học học phần đó có khả năng do e chuyển hệ sau nên các bạn lớp học từ đầu vẫn học học phần đó e nhé. Học phí vừa làm vừa học đóng trên mạng từ ngày 16-20/04/2018 em nhé	__import__.utc2_q_1621
utc2_a_1622	" 2. Thực tập thì theo đăng ký công ty với bộ môn em nhé, em liên hệ với bộ môn hướng dẫn thực tập nhé"	__import__.utc2_q_1622
utc2_a_1623	" AD: AD thấy ý kiến của bạn rất hay nên đăng riêng để bà con like và inbox and comment :). Thực tế thì nhà trường cũng kiến nghị Thành Phố cho xây 1 cầu vượt bộ hành qua đoạn này nhưng vẫn chưa được khởi công, trong thời gian chờ đợi như vậy chắc cũng cần 2 cái đèn tính hiệu 2 bên như bạn nói, thấy thế nào các bạn ?"	__import__.utc2_q_1623
utc2_a_1624	" AD: Các bạn thấy thế nào ạ, inbox nhiệt tình đi ạ, AD đã chuyển cho Đoàn trường rồi, thực ra thì đoàn trường đã cân nhắc vấn đề này từ rất lâu rồi ạ :)"	__import__.utc2_q_1624
utc2_a_1625	" 1. đăng ký thoải mái bạn nhé, chúc bạn sớm trở lại mái trường thân yêu nhé :)"	__import__.utc2_q_1625
utc2_a_1626	" 2. ""mọi sự so sánh đều là khập khiểng"" bạn à, ad đã nhiều lần nêu quy trình xét học bổng và chắc bạn cũng đã đọc, hết tuần này mới hết thời gian khiếu nại về điểm rèn luyện sinh viên, sau đó nhà trường ra quyết định công nhận rèn luyện thì đào tạo mới chốt danh sách học bổng bạn nhé."	__import__.utc2_q_1626
utc2_a_1627	" 3. bạn lên phòng 6 nhà d3 để xin trực tiếp nhé, mấy bữa nay hệ thống tms có vấn đề bạn thông cảm nha"	__import__.utc2_q_1627
utc2_a_1628	 AD: Theo kinh nghiệm của AD thì:	__import__.utc2_q_1628
utc2_a_1629	 AD đăng riêng câu này để trao đổi cùng các bạn quan tâm đến việc đánh giá Rèn luyện sinh viên. 	__import__.utc2_q_1629
utc2_a_1630	" 1. Nguyên tắc đăng ký học phần thì phải đăng ký lớp học phần, nếu khi đăng ký lớp học phần bị trùng lịch thì em có thể không đăng ký lớp học phần."	__import__.utc2_q_1630
utc2_a_1631	 2. Đóng học phí đợt 2 bắt đầu ngày 7-5-2018	__import__.utc2_q_1631
utc2_a_1632	 3. Trường hợp này em đăng ký học phần nếu đến khi đăng ký lớp bị trùng lịch thì kỳ sau em đăng ký học được em nhé	__import__.utc2_q_1632
utc2_a_1633	 4. Học kỳ hè dành cho sinh viên học trả nợ và học vượt nếu có đủ số lượng. hết đợt khảo sát em sẽ không huỷ được em nhé.	__import__.utc2_q_1633
utc2_a_1634	" 5. lịch thi đang đăng dự kiến, phòng đào tạo kiểm tra và điều chỉnh lịch thi cho phù hợp với lịch học em nhé"	__import__.utc2_q_1634
utc2_a_1635	" 5. lịch thi đang đăng dự kiến, phòng đào tạo kiểm tra và điều chỉnh lịch thi cho phù hợp với lịch học em nhé"	__import__.utc2_q_1635
utc2_a_1636	 1. Lịch đã chốt không có vấn đề gì đặc biệt sẽ không thay đổi đâu ạ	__import__.utc2_q_1636
utc2_a_1637	" 2. phòng đào tạo đang xét nhé bạn, cuối tuần này mới kết thúc thời gian khiếu nại về điểm rèn luyện mới chốt được danh sách học bổng bạn nhé."	__import__.utc2_q_1637
utc2_a_1638	" 3. Không chuyển ngành được đâu bạn, học song song cùng lúc hai chuyên ngành thì được ạ :("	__import__.utc2_q_1638
utc2_a_1639	 4. Bạn có nhu cầu ở thì cứ đăng ký ạ.	__import__.utc2_q_1639
utc2_a_1640	" 5. Hạng tốt nghiệp loại Giỏi và Xuất sắc mới bị hạ khi có khối lượng các học phần thi lại vượt quá 5% tổng tín chỉ, hoặc bị kỷ luật ở mức cảnh cáo trở lên bạn nhé."	__import__.utc2_q_1640
utc2_a_1641	" 6. học bổng khuyến khích học tập tín theo thang 4 bạn nhé, nên 3.61 là đủ tuy nhiên nếu lớp bạn có nhiều bbanjcao hơn bạn thì phải xét. ngoài ra điểm rèn luyện xuất sắc thì bạn mới được nhận hb xuất sắc nha"	__import__.utc2_q_1641
utc2_a_1642	" 1. Bạn xem kỹ ở trang 37 đến trang 41 sổ tay SV Khóa 58 nhé. Điều kiện cơ bản nợ dưới 10 chỉ đối với SV chưa kết thúc khóa học, còn đối với sinh viên đã kết thúc khóa học thì tích lũy của bạn phải từ 1,9 trở lên và không nợ môn nào."	__import__.utc2_q_1642
utc2_a_1643	 2. AD xin lỗi nhưng ở học kỳ phụ thì ko đăng ký được nha bạn	__import__.utc2_q_1643
utc2_a_1644	 3. Tính bạn ạ	__import__.utc2_q_1644
utc2_a_1645	" 4. Không bạn ạ, bạn phải trả hết môn nhé :("	__import__.utc2_q_1645
utc2_a_1646	" 1. thư viện không lưu tiểu luận bạn ạ, chỉ có luận văn thôi bạn, bạn thử liên hệ các bộ môn nhé."	__import__.utc2_q_1646
utc2_a_1647	 2. bạn liên hệ ban quản lý ký túc xá nhé	__import__.utc2_q_1647
utc2_a_1648	" 3. Lấy điểm cao nhất bạn nhé, rớt thì lấy điểm cũ nha."	__import__.utc2_q_1648
utc2_a_1649	 4. bạn liên hệ gấp với phòng 5 nhà d3 nhé.	__import__.utc2_q_1649
utc2_a_1650	" 5. sắp có rồi, bạn muốn biết sớm liên hệ phòng 105 nhà c3 thược phòng khảo thí nhé."	__import__.utc2_q_1650
utc2_a_1651	" 6. Bạn cứ đăng ký xét tuyển đi ạ, tốt nhất là nguyện vọng 1 nhé :), hẹn sớm gặp bạn tại trường."	__import__.utc2_q_1651
utc2_a_1652	" AD: Rất hoan nghênh bạn, thực tế Phân hiệu chưa có đội tuyển tham gia nhưng ở Hà Nội ta có mấy đội lận. Bạn yên tâm AD đã ghi nhận và chuyển cho các bộ môn liên quan, nếu muốn thử sức thì bạn có thể chủ động liên hệ với các Thầy Bộ môn cơ khí và Điện tử để được hướng dẫn nhé."	__import__.utc2_q_1652
utc2_a_1653	" AD: Bạn liên hệ với sở GDĐT để xin cấp lại gấp nhé, cái này quan trọng nha."	__import__.utc2_q_1653
utc2_a_1654	" 1. không sao bạn nhé, nhưng hạn chế tối đa việc này vì khảo sát sẽ giúp nắm được nhu cầu của sinh viên để bố trí lớp, ảnh hưởng lớn đến công tác đào tạo các bạn không nên lạm dụng việc này."	__import__.utc2_q_1654
utc2_a_1655	" 2. đến năm 2 rồi mà không biết tính điểm tích lũy thì hơi buồn đấy ạ, công thứ mô tả không thể đưa vào phần trả lời này, nhưng ad diễn giải thế này bạn nhé: điểm tích lũy = tổng của (điểm từng học phần nhân số tính chỉ của học phần đó) chia cho tổng số tính chỉ đã học. bạn xem ở trang 36 sổ tay sinh viên khóa 58 nhé"	__import__.utc2_q_1655
utc2_a_1656	" 3. không có xếp loại tbk bạn nhé, bạn xem bảng sếp hạng ở trang 41 sổ tay sinh viên khóa 58 nhé. nếu các bạn đặt câu hỏi 2 và 3 không có sổ tay liên hệ phòng 6 nhà d3 để xin nhé."	__import__.utc2_q_1656
utc2_a_1657	" 4. Thi vào cuối kỳ bạn nhé, lịch thi công bố rồi ạ, có 1 số môn kết thúc sớm thì thi sớm hơn tí thôi ạ."	__import__.utc2_q_1657
utc2_a_1658	" 5. Bạn phải trả hết các môn mới đăng ký được nhé, đợt bảo vệ là tháng 9 bạn nhé."	__import__.utc2_q_1658
utc2_a_1659	" 1. Chỉ có Giấy chứng nhận đã bảo vệ đồ án thôi bạn, không có bằng TN tạm thời đâu ạ, sau khi bảo vệ 1 tuần bạn có thể nhận giấy này ạ."	__import__.utc2_q_1659
utc2_a_1660	 2. Có hai đợt thanh toán theo thông báo đăng ký học phần là tháng 3 và tháng 5 bạn đọc kỹ lại nhé.	__import__.utc2_q_1660
utc2_a_1661	" 3. Vấn đề này thuộc về sự phân công của Bộ môn, phần đăng ký trên mạng luôn là mở với hai sự lựa chọn, tuy nhiên bạn đã có trong danh sách làm cầu của bộ môn là sự thống nhất từ trước nên có lẽ không được lựa chọn nữa, bạn thử trao đổi lại với các Thầy trong bộ môn nhé."	__import__.utc2_q_1661
utc2_a_1662	 4. bạn cứ đăng ký học bình thường và đến thời điểm xét điểm hay học bổng bạn lên trực tiếp phòng 5 và phòng 10 d3 để làm đơn xét các học phần đã đăng ký trước nhé. cần trao đổi thêm bạn lên phòng 10 d3 để được giải thích thấu đáo nhé.	__import__.utc2_q_1662
utc2_a_1663	 5. Không được đâu bạn nhé.	__import__.utc2_q_1663
