ID,name,content,Tag/External ID,Diễn đàn/External ID
utc2_q_1646,Câu hỏi và câu trả lời tham khảo (liên quan), 1. cho em hỏi là bên thư viện trường có lưu trữ các tiểu luận và cho sinh viên mượn không ạ. em cảm ơn,qa_app.utc2_tags_11,website_forum.forum_help
utc2_q_1647,Câu hỏi và câu trả lời tham khảo (liên quan), 2. cho e hỏi sinh viên ở trọ ngoài muốn vào ktx gửi xe vài ngày để về quê có được k ạ,qa_app.utc2_tags_1,website_forum.forum_help
utc2_q_1648,Câu hỏi và câu trả lời tham khảo (liên quan), 3. Cho em hỏi là học cải thiện thì lấy điểm cao hơn hay là nếu rớt thì coi như rớt luôn ạ???,,website_forum.forum_help
utc2_q_1649,Câu hỏi và câu trả lời tham khảo (liên quan)," 4. dạ em chào ad, em là sinh viên k58. trong đợt học quốc phòng đầu năm, môn quốc phòng f1 em đã được trên 5 và em đã qua môn. nhưng hôm nay khi xem lại trên hệ thống bảng điểm thì môn quốc phòng f1 của em lại là 0 điểm. em không hiểu tại sao sao lại như vậy, mong phòng đào tạo hãy xem xét lại giúp em!em cảm ơn!",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1650,Câu hỏi và câu trả lời tham khảo (liên quan), 5. cho em hỏi trường mình khi nào thì có đợt liên thông vậy ạ ?,qa_app.utc2_tags_5,website_forum.forum_help
utc2_q_1651,Câu hỏi và câu trả lời tham khảo (liên quan), 6. Cho mình hỏi trường mình có tuyển nv3 ngành kỹ thuật xây dựng công trình giao thông không ạ ?,,website_forum.forum_help
utc2_q_1652,Câu hỏi và câu trả lời tham khảo (liên quan),#9955: Trường mình sao không thấy thi robocon vại ad? Nguyên nhân chủ quan khách quan là đâu vại ạ? E muốn được thử sức.,,website_forum.forum_help
utc2_q_1653,Câu hỏi và câu trả lời tham khảo (liên quan), Cho em hỏi bây giờ e bị mất bằng tốt nghiệp THPT và không có để nộp lại cho nhà trường. Vậy thì có sao không ạ. Em cảm ơn.,,website_forum.forum_help
utc2_q_1654,Câu hỏi và câu trả lời tham khảo (liên quan)," 1. cho em hỏi nếu đăng kí khảo sát lớp học phần rồi, nhưng vì 1 số lí do nào đó đến khi đăng kí học phần không đăng kí thì có sao không ạ!!!  em xin cảm ơn.",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1655,Câu hỏi và câu trả lời tham khảo (liên quan)," 2. em là sinh viên năm 2, cho em hỏi cách tính điểm tích luỹ là như thế nào vậy ạ. ",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1656,Câu hỏi và câu trả lời tham khảo (liên quan), 3. thầy (cô) cho e hỏi trường mình có xếp loại bằng tốt nghiệp trung bình khá không ạ? nếu có thì điểm tbc tích lũy từ bao nhiêu đến bnhiêu ạ?,qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_1657,Câu hỏi và câu trả lời tham khảo (liên quan)," 4. Ad cho em hỏi, em vừa kết thúc học phần 2 môn, em không biết lịch thi học phần có ngay sau khi kết thúc môn hay lịch thi vào cuối kỳ ạ. Em xin cảm ơn ạ!!!",,website_forum.forum_help
utc2_q_1658,Câu hỏi và câu trả lời tham khảo (liên quan), 5. Cho e hỏi. E k54 dăg kí kì hkp thấy hiện đồ án tn v có đk đc k ad.,,website_forum.forum_help
utc2_q_1659,Câu hỏi và câu trả lời tham khảo (liên quan), 1. Dạ Ad cho em hỏi ạ! Đầu tháng 6 theo lịch em sẽ bảo vệ đồ án. Vậy khi bảo vệ xong thì khoảng nhanh nhất là bao lâu em sẽ xin được bằng tốt nghiệp tạm thời ạ? Em cảm ơn ad!,,website_forum.forum_help
utc2_q_1660,Câu hỏi và câu trả lời tham khảo (liên quan)," 2. Dạ chào Ad,Thầy Cô và Mọi người, cho em hỏi:  Đợt đóng học phí vừa rồi em đóng 50%, lúc nào đóng tiếp 50% còn lại ạ?",,website_forum.forum_help
utc2_q_1661,Câu hỏi và câu trả lời tham khảo (liên quan)," 3. Chào ad !  Em là sinh viên năm 4 ngành cầu đường . Hồi năm 3 lớp em có tổ chức bốc thăm chia để làm đồ án cầu hay đường . Mà thật sự thì em thích làm đường hơn , vì cầu nó hơi khó . Hôm nay em đăng ký khảo sát , em chọn thực tập tốt nghiệp bên đường vẫn thành công . Vậy giờ em có thể làm đồ án tốt nghiệp với thực tập tốt nghiệp bên đường đường không ạ? Em cám ơn",,website_forum.forum_help
utc2_q_1662,Câu hỏi và câu trả lời tham khảo (liên quan), 4. 《vấn đề học hè》 ad cho em hỏi điều này ạ. kì iii này chương trình của em để 18 chỉ mà em đăng kí học hè 10 chỉ rồi. vậy vào kì học chính em học chỉ còn 8 chỉ hay em có thể đăng kí thêm vài môn của kì iv để đủ số tín chỉ bắt buộc mà trường quy định ạ.,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1663,Câu hỏi và câu trả lời tham khảo (liên quan)," 5. Em sinh viên k55 ngành Công trình . Đang học kì 8 , Kì sau là kì 9 Đồ án + Thực tập TN . Nhưng khảo sát kì hè này . em có thấy Cho đăng kí khảo sát đồ án + thực tập tốt nghiệp .  Thầy (Cô) Cho em hỏi là em có thể đăng kí và học Đồ án vs thực tập trong kì hè được không ạ . Rất mong được sự giải đáp của thầy (Cô) sớm nhất . em xin cảm ơn .",,website_forum.forum_help
utc2_q_1664,Câu hỏi và câu trả lời tham khảo (liên quan), 1. 27/4 là thành lập trường gì đó pk ạ? vậy có được nghỉ ko vậy ạ?,qa_app.utc2_tags_1,website_forum.forum_help
utc2_q_1665,Câu hỏi và câu trả lời tham khảo (liên quan), 2. Hội trại rơi vào thứ 7 và chủ nhật. Cho em hỏi vậy thứ 7 có lịch học trên trường thì nhà trường có cho sinh viên nghỉ học ko ạ?,,website_forum.forum_help
utc2_q_1666,Câu hỏi và câu trả lời tham khảo (liên quan)," 3. Đề nghị Đoàn vận tải giải trình rõ vấn đề thu xây dựng bồn hoa thanh niên, nói là Hỗ trợ kinh phí đóng góp nhưng bí thư lớp lại nói bắt buộc đóng , vậy bên đoàn nói rõ và ra thông báo chính xác nội dung cho. không thể kiểu mập mờ rồi ép đóng, dù 2000 đ, nhưng đó cũng là tiền bạc, ",,website_forum.forum_help
utc2_q_1667,Câu hỏi và câu trả lời tham khảo (liên quan)," 3. Đề nghị Đoàn vận tải giải trình rõ vấn đề thu xây dựng bồn hoa thanh niên, nói là Hỗ trợ kinh phí đóng góp nhưng bí thư lớp lại nói bắt buộc đóng , vậy bên đoàn nói rõ và ra thông báo chính xác nội dung cho. không thể kiểu mập mờ rồi ép đóng, dù 2000 đ, nhưng đó cũng là tiền bạc, ",,website_forum.forum_help
utc2_q_1668,Câu hỏi và câu trả lời tham khảo (liên quan)," Em chào thầy. Thầy cho em hỏi giờ e đăng kí học kì phụ tiếng anh b1.nhưng ví dụ như kì này e học điểm thấp ngấp ngưởng điểm bị cảnh cáo thì e học b1 ví dụ nếu rớt luôn thì điểm b1 của kì phụ sẽ được tính vào kì này và e bị cảnh cáo luôn hay sao ạ.  Theo cách diễn giải của tập hợp Hội đồng AD :), có phải bạn muốn nói rằng: Bạn dự đoán kết quả kỳ này của mình có thể xấp xỉ ngưỡng bị cảnh báo, học kỳ hè bạn đăng ký thêm AV B1 rồi thi rớt nốt, thì có bị tính luôn vào kỳ này không phải không ạ ?.  Nếu chính xác như vậy thì AD trao đổi thế này, bạn cần cố gắng học kỳ này thật tốt vào (đị học đầy đủ, ôn tập học thi thật tốt...) muốn ""thoát hiểm"" bạn lên Phòng 5 nhà D3 trao đổi thêm cách đăng ký học phần trong học kỳ hè, tránh bị cộng thêm vào điểm tích lỹ của kỳ trước, vì AV B1 được tính vào tích lý rồi bạn ạ. Chúc bạn may mắn",,website_forum.forum_help
utc2_q_1669,Câu hỏi và câu trả lời tham khảo (liên quan)," 1. Tuần này mở lóp học autocad..có tín chỉ,400k,.ai học cmt..họ tên,lớp msv..cảm ơn",,website_forum.forum_help
utc2_q_1670,Câu hỏi và câu trả lời tham khảo (liên quan), 2. em là sinh viên k58 học kì 2 của năm nay em không đăng kí vẽ f1 và giải tích 2. nếu giờ em đăng kí thì khi nào em học? còn em muốn học 2 môn ấy vào hè năm nay thì phải làm sao ạ?,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1671,Câu hỏi và câu trả lời tham khảo (liên quan), E bị vi phạm quy chế thi 2 lần và bị lập biên bản. Cho e hỏi v có bị hạ bằng k ạ. Bình thường ở lớp e cũng là người năng nổ tham gia tất cả hoạt động phong trào nên điểm rèn luyện kì nào cũng cao! E xin cảm ơn ,,website_forum.forum_help
utc2_q_1672,Câu hỏi và câu trả lời tham khảo (liên quan), Sao trường mình không làm dây đeo thẻ sinh viên bán cho SV ad nhỉ ? Vừa có thu nhập lại vừa có đặc trưng của trường,,website_forum.forum_help
utc2_q_1673,Câu hỏi và câu trả lời tham khảo (liên quan)," Em học GDTC F-4 nhưng do em ko có năng khiếu thể thao nên dù tập rất nhiều nhưng em vẫn ko cách nào nâng thành tích lên, vậy các thầy cô cho em hỏi nếu em muốn xin thi lý thuyết thay vì thi thực hành liệu được ko ạ",,website_forum.forum_help
utc2_q_1674,Câu hỏi và câu trả lời tham khảo (liên quan),"#9945: Ad cho e hỏi là e bị kỷ luật về tội không giữ gìn vệ sinh trong ktx thì có được xét học bổng không ạ. E bị từ tháng 12/2017. Mong ad trả lời giúp e. E xin cảm ơn ạ 3.1. Đối với trường hợp bị khiển trách: sau 3 tháng kể từ ngày có quyết định kỷ luật, nếu sinh viên không tái phạm hoặc không có những vi phạm đến mức phải xử lý kỷ luật thì đương nhiên được chấm dứt hiệu lực của quyết định kỷ luật và được hưởng quyền lợi của sinh viên kể từ ngày chấm dứt hiệu lực của quyết định kỷ luật. 3.2. Đối với trường hợp bị cảnh cáo: sau 6 tháng kể từ ngày có quyết định kỷ luật, nếu sinh viên không tái phạm hoặc không có những vi phạm đến mức phải xử lý kỷ luật thì đương nhiên được chấm dứt hiệu lực của quyết định kỷ luật và được hưởng quyền lợi của sinh viên kể từ ngày quyết định kỷ luật chấm dứt hiệu lực... Trong thời gian hiệu lực của Quyết định thì bạn sẽ không được xét bất cứ loại khen thưởng nào và bị hạ mức đánh giá rèn luyện bạn nhé.",,website_forum.forum_help
utc2_q_1675,Câu hỏi và câu trả lời tham khảo (liên quan)," Hôm nay em muốn gửi đến nhà trường một vấn đề mà lâu nay vẫn không chấm dứt, đó là tình trạng để xe không đúng chổ của một số thành phần không có ý thức ạ( để xe chổ đường xe ra). Em mong nhà trường có biện pháp mạnh hơn với hành vi này, vì cứ như vậy mỗi lần bọn em ra lấy xe thì không coa cách nào ra đc. em chân thành cảm ơn Hiện nay, việc để xe không đúng nơi quy định đã được tổ giữ xe thực hiện khóa xe và phạt 50.000 đồng/ 1 trường hợp đậu sai chỗ. Tuy nhiên, lực lượng giữ xe hiện nay mỏng và diện tích chỗ để xe rộng nên nhiều lúc việc phạt đậu xe không đúng quy định chưa được thực hiện triệt để. Cần lưu ý thêm trường hợp chỗ để xe không còn , các xe phải để sát vào nhau thì khi khách cần lấy xe phải dắt 1 vài chiếc đi chỗ khác rồi mới lấy được xe mình cũng là chuyện bình thường. Sinh viên cần có ý kiến chi tiết về nơi mình để xe và tình trạng xe để lộn xộn như thế nào thì mới trả lời cho các em rõ được. BCH Công đoàn Phân hiệu trân trọng cảm ơn mọi đóng góp để công tác trông giữ xe ngày càng đi vào nề nếp hơn"".",,website_forum.forum_help
utc2_q_1676,Câu hỏi và câu trả lời tham khảo (liên quan), 1. ad ơi cho e hỏi chừng nào mới có danh sách học bổng khuyến khích học tập v ạ????,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1677,Câu hỏi và câu trả lời tham khảo (liên quan), 2. ad cho em hỏi là em được điểm rèn luyện loại khá thì có được học bổng không ạ. mong ad hồi âm nhanh ạ. em cảm ơn nhiều ạ,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1678,Câu hỏi và câu trả lời tham khảo (liên quan), 3. Cho em hỏi em k54 ra trường trễ điều kiện để nhận đồ án gồm những gì hả ad tks,,website_forum.forum_help
utc2_q_1679,Câu hỏi và câu trả lời tham khảo (liên quan), 4. Cho em hỏi năm học sau(2018-2019) bắt đầu vào khoảng thời gian nào ạ? Khoảng giữa tháng 8 hay là đầu tháng 9 ạ? ,,website_forum.forum_help
utc2_q_1680,Câu hỏi và câu trả lời tham khảo (liên quan)," 1. Ad cho e hỏi, thi cờ tướng diễn ra chưa ạ? nếu chưa thì khi nào và ở đâu ạ? e cảm ơn",,website_forum.forum_help
utc2_q_1681,Câu hỏi và câu trả lời tham khảo (liên quan), 2. Cho em hỏi hạn chót nhận tiền thưởng bằng giỏi là ngày mấy ạ; tại e có việc nên chưa về trường nhận tiền được,,website_forum.forum_help
utc2_q_1682,Câu hỏi và câu trả lời tham khảo (liên quan), 3. Cho em hỏi hình trong buổi lễ tốt nghiệp của k54 tháng 3 nhà trường chụp lấy file ở đâu ạ,,website_forum.forum_help
utc2_q_1683,Câu hỏi và câu trả lời tham khảo (liên quan), 4. Ad cho e hỏi. Kì này em là kì cuối của k55 kinh tế. E ko đăng kí đồ án. Nhưng e đăng kí 2 môn học. Do một số lí do nên bây giờ e ko đóng tiền. Tức là e ko đi học buổi nào luôn ấy ạ. Vậy nên e ko đóng tiền thì có bị kỉ luật gì ko ạ???,,website_forum.forum_help
utc2_q_1684,Câu hỏi và câu trả lời tham khảo (liên quan), 5. Cho em hỏi là nếu thi tiếng Anh a1 rớt giờ thi luôn a2 được không ạ? ,,website_forum.forum_help
utc2_q_1685,Câu hỏi và câu trả lời tham khảo (liên quan),"#9941: AD cho mình hỏi, lịch học thạc sĩ trường mình là ban ngày hay buổi tối vậy..mình muốn học mà đang đi làm không biết có theo học được không.",,website_forum.forum_help
utc2_q_1686,Câu hỏi và câu trả lời tham khảo (liên quan)," 1. dạ ad cho em hỏi. lúc nhận bằng tốt nghiệp, bằng khá được thưởng 100k . mình được bằng khá sao không thấy khoản tiền đó nhỉ.",qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_1687,Câu hỏi và câu trả lời tham khảo (liên quan)," 2. Em thi olympic mác lê nin vòng trường, chừng nào có kết quả thi vậy ad,e hồi hộp quá,không biết đậu không.",,website_forum.forum_help
utc2_q_1688,Câu hỏi và câu trả lời tham khảo (liên quan)," 3. Thầy cô cho em hỏi, 16/3 vừa rồi có đợt đăng ký thi anh văn tự do đợt 1, nhưng em không đang ký được..... Vậy thầy cô cho em hỏi là khi nào thì mở lớp thi anh văn tự do đợt 2...em cảm ơn.",,website_forum.forum_help
utc2_q_1689,Câu hỏi và câu trả lời tham khảo (liên quan)," 4. Dạ chào thầy ạ ! Dạ cho em hỏi học kì hè có mở lớp Anh văn A2 không ạ,hồi đợt học kì 1 ,ngày 30/01 lớp e mới thi mà giữa tháng 1 đã mở lớp rồi,nên e không đăng kí được ạ,e muốn hoàn thành AV A2 trong năm nhất ạ ! Em chân thành cảm ơn .",,website_forum.forum_help
utc2_q_1690,Câu hỏi và câu trả lời tham khảo (liên quan), 1. học phí: em đã đóng tiền. trang web trường để giao dịch thành công. ngân hàng gửi sms đã trừ tiền. nhưng tại sao trong lịch sử nộp tiền lại không có khoản tiền đã nộp. ,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1691,Câu hỏi và câu trả lời tham khảo (liên quan), 2. Làm phiền thầy ạ. Cho em hỏi học kì phụ hè tới trường có mở lớp giáo dục quốc phòng không ạ? Em cảm ơn,,website_forum.forum_help
utc2_q_1692,Câu hỏi và câu trả lời tham khảo (liên quan), 3. ad cho em hỏi thẻ ngân hàng em hết hạn (em sv k53) em có thể liên hệ phòng ban nào bên ban đào tạo để cấp lại thẻ hoặc gia hạn thẻ. cám ơn ad!,qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_1693,Câu hỏi và câu trả lời tham khảo (liên quan)," 1.sắp tới k55 nhận lại bằng tốt nghiệp thpt, nếu như làm mất cái tờ giấy mà ghi lại những giấy tờ đã nộp cho nhà trường đợt nhập học thì làm sao để được nhận lại bằng tốt nghiệp thpt ạ.",qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_1694,Câu hỏi và câu trả lời tham khảo (liên quan), 2. Điểm rèn luyện có cả tuần nay rồi sao chưa có danh sách học bổng vậy ad.,,website_forum.forum_help
utc2_q_1695,Câu hỏi và câu trả lời tham khảo (liên quan), 1. cho em hỏi hôm trường mình có mấy đợt nộp tiền mua bảo hiểm y tế vậy ạ. hiện tại em muốn đăng kí mua thì liên hệ ở đâu ạ?,qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_1696,Câu hỏi và câu trả lời tham khảo (liên quan), 2. tới giờ sao chưa có danh sách học bổng vậy ad.,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1697,Câu hỏi và câu trả lời tham khảo (liên quan)," 1. Ad cho em hỏi với ạ! Bữa ad có trả lời về số lượng học bổng khuyến khích học tập rồi. Cơ mà em có thắc mắc này, nếu lớp em có số lượng sinh viên kì này xuất sắc và giỏi nhiều, thì trường vẫn chỉ lấy đủ số lượng thôi phải không ạ, còn lại vẫn sẽ không được nhận dù giỏi hay xuất sắc? Tại em nghe bạn bè, anh chị khóa trên nói, cứ xuất sắc là có học bổng hết! Em cảm ơn ad ạ!",,website_forum.forum_help
utc2_q_1698,Câu hỏi và câu trả lời tham khảo (liên quan), 2. ad cho e hỏi nộp học phí thẻ bị trừ nhưng vô kiểm tra nó bảo nộp online chưa thành công hoặc đang chờ xác nhận từ ngân hàng. vậy là được hay chưa ad.,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1699,Câu hỏi và câu trả lời tham khảo (liên quan), Nhờ ad đăng hộ.... Sáng nay 19/03 tại phòng 504C2 mình có đánh rơi thẻ Sinh viên. MSV 5851101019.... Ai có nhặt được liên hệ 0975807408 cho mình nhận lại... Mình cảm ơn PS Bạn mất thẻ lên hỏi các Cô phòng nước hoặc tổ bảo vệ nhé :),,website_forum.forum_help
utc2_q_1700,Câu hỏi và câu trả lời tham khảo (liên quan), 1. Cho em hỏi sao lớp xin mở Chiến Lược Kinh Doanh và Kế Hoạch Hoá bọn em lúc đầu là chiều thứ 3 tiết 6-9 sáng thư 7 tiết 1-4 chiều thứ 7 tiết 6-10 sau bưã đó bọn em có lên trao đổi và thầy Tân đồng ý mở cho bọn em chiều thứ 3 và tối thứ 7 rồi ạ. Sao giờ trên thông báo trường lại thành sáng thứ 6 và tối thứ 7 ạ. bọn em mong ban đào tạo chỉnh giùm bọn em với ạ. Vì nếu lịch vậy thì không thể đi học được ạ. Em xin cảm ơn ,,website_forum.forum_help
utc2_q_1701,Câu hỏi và câu trả lời tham khảo (liên quan)," 2. Cho em hỏi, em là sv k55 đợt đăng ký khảo sát, đăng ký lớp học phần em có đăng ký nhận đồ án. nhưng giờ em kh đủ điều kiện để nhận đồ án. Vậy em có cần phải lên BĐT làm đơn xin huỷ học phần đó không ? ",,website_forum.forum_help
utc2_q_1702,Câu hỏi và câu trả lời tham khảo (liên quan)," 3. Nếu lịch học đăng ký online với lịch học cuả lớp viất đơn xin mở, xin đăng ký bổ sung trùng nhau thì có được đăng ký để môn để học không ạ. ",,website_forum.forum_help
utc2_q_1703,Câu hỏi và câu trả lời tham khảo (liên quan), 4. e là sv k53 còn nợ 1 môn cuối cùng cho e hỏi dự kiến khi nào thì nhà trường cho đăng kí mở lớp riêng hay là phải đợi đợt đăng kí hkp hè này ạ.e muốn đăng kí để hoàn thành môn đó sớm để kịp tháng 9 nhận đồ án ,,website_forum.forum_help
utc2_q_1704,Câu hỏi và câu trả lời tham khảo (liên quan)," 5. AD cho em hỏi với ạ, em và 1 vài bạn có thể xin tên vào học lớp mới mở được không ạ, lớp đó đã có danh sách điểm danh và thời gian học. Nhà trường cũng đã đăng lên thông báo rồi ạ ",,website_forum.forum_help
utc2_q_1705,Câu hỏi và câu trả lời tham khảo (liên quan)," 5. AD cho em hỏi với ạ, em và 1 vài bạn có thể xin tên vào học lớp mới mở được không ạ, lớp đó đã có danh sách điểm danh và thời gian học. Nhà trường cũng đã đăng lên thông báo rồi ạ ",,website_forum.forum_help
utc2_q_1706,Câu hỏi và câu trả lời tham khảo (liên quan)," 1. Em chào ad, về vấn đề học bổng ad đã nói nhiều nhưng em vẫn còn thắc mắc, em mong ad giải thích giúp em! Học bổng tính theo điểm trung bình, hay điểm tích lũy ạ? Vậy nếu theo điểm tích lũy thì được chia như thế nào ạ? Trường mình thì khi nào xét học bổng ạ, em xin lỗi vì đã làm phiền ad. Em xin cảm ơn!",,website_forum.forum_help
utc2_q_1707,Câu hỏi và câu trả lời tham khảo (liên quan)," 2. Cho em hỏi học bổng khuyến kích có xét đến thang điểm 10 ko ạ , e cảm ơn",,website_forum.forum_help
utc2_q_1708,Câu hỏi và câu trả lời tham khảo (liên quan)," 1. chào ad !. ad cho em hỏi trường hợp em không tham gia buổi nhận bằng tốt nghiệp thì có bị làm sao không ạ, và sau khi phát bằng em lên phòng đào tạo nhận bằng thì mất bao lâu mới lấy được ai !",qa_app.utc2_tags_0,website_forum.forum_help
utc2_q_1709,Câu hỏi và câu trả lời tham khảo (liên quan), 2. Cho em xin địa chỉ email của thầy Lê Đăng Dũng ạ . Em cảm ơn !!!,,website_forum.forum_help
utc2_q_1710,Câu hỏi và câu trả lời tham khảo (liên quan), 3. Dạ ad ơi cho em hỏi một chút. Em sinh viên K58 và do lười học nên học kì 1 rớt hết và học kì 2 em đăng kí 9 chỉ ko đủ 10 chỉ theo quy định của nhà trường. Em biết quy định của nhà trường 3 học kì liên tiếp bị cảnh cáo sẽ đuổi học. Ad cho em hỏi là trường mình có mấy học kì ạ ? Và nếu như 2 học kì thì học kì ba nghĩa là học kì I của năm thứ 2 phải ko ad ? Em cảm ơn,,website_forum.forum_help
utc2_q_1711,Câu hỏi và câu trả lời tham khảo (liên quan)," 4. ad cho em hỏi với ạ, em và 1 vài bạn có thể xin tên vào học lớp mới mở được không ạ, lớp đó đã có danh sách điểm danh và thời gian học. nhà trường cũng đã đăng lên thông báo rồi ạ",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1712,Câu hỏi và câu trả lời tham khảo (liên quan), 5. Cho em hỏi muốn xin bảng điểm thì lên phòng nào xin vậy. Và thời gian như thế nào ạ. Em cám ơn,,website_forum.forum_help
utc2_q_1713,Câu hỏi và câu trả lời tham khảo (liên quan)," 1. trang đóng tiền học phí của trường có vấn đề rồi ạ, em không chọn đuọc môn để đóng học phí",qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1714,Câu hỏi và câu trả lời tham khảo (liên quan), 4. chào ad ạ ad cho em hỏi: hiện tại em bị mất thẻ sinh viên nên không đóng được học phí online mà ngày 19/03 đã bắt đầu đóng học phí online nên em có thể đóng học phí bằng những cách nào thế ạ em xin cảm ơn,qa_app.utc2_tags_4,website_forum.forum_help
utc2_q_1715,Câu hỏi và câu trả lời tham khảo (liên quan)," (các bạn thân mến lượng câu hỏi các bạn gửi về rất nhiều nhưng trùng lặp cũng rất nhiều ad chỉ gửi đại diện một số câu trùng ý nhưng cách hành văn khác nhau chút, các bạn chú ý và đừng trách ad ko đăng ý kiến của mình nha ad giải quyết hết mà :) ) 2. chào ad. ad cho e hỏi việc xét hb khuyến khích học tập trong 1 lớp là như thế nào ạ. số sinh viên được học bổng theo 10% sỉ số lớp ( e nói trường hợp lớp có nhiều sinh viên khá giỏi, xuất sắc) phải ko ạ. hay lấy như thế nào ad 3. ad ơi, điểm từ 5.1-&gt;5.4 thì khi xét học bổng lấy tích lũy 1.5 hay 1 vậy ạ 4. xin chào ad. ad cho e hỏi về tuyển sinh văn bằng 2. em là sinh viên k54 của trường đã tốt nghiệp. ad cho e hỏi sinh viên đã tốt nghiệp hệ chính quy của trường thì vẫn phải thi tuyển hay được xét tuyển ạ. cám ơn ad 5. cho em hỏi, em muốn xin bảng điểm, để biết điểm tích luỹ cuả mình bao nhiêu thì làm ntn ạ... ban đào tạo có thể cấp bảng điểm kèm điểm tích luỹ trực tiếp không ạ  6. cho em hỏi khi nào có điểm tiếng anh b1 ạ. nếu có điểm tiếng anh b1 bây giờ thì có thể nhận đký nhận đồ án bổ sung không. 7. cho e hỏi là trên trang trường có thông báo mở lớp bổ sung. bưã bọn e có ghi tên trong danh sách để nộp xin mở lớp thế nếu giờ lớp mới mở bị trùng lịch môn trước đó thì có phải đóng học phí không ? và cho e hỏi lịch đăng ký môn học lớp bổ sung mới đây nhất thì khi nào bắt đầu đăng ký ạ.  8. gửi bđt, bọn e có môn chiến lược kinh doanh và kế hoạch hoá cuả thầy phạm phú cường được mở lớp bổ sung  chiều thứ 3 tiết 6-9 sáng thứ 7 tiết 1-4 chiều thứ 7 tiết 6-9  bọn em ai cũng bị trùng lịch chiều thứ 7. mong bđt có thể sắp xếp cho bọn em thay vì học chiều thứ 7 chuyển qua học tối thứ 7 không ạ... mong bđt giúp đỡ bọn em lần cuối ạ. bọn e xin cảm ơn... !!!  2. còn tùy vào sĩ số lớp và sô lượng sinh viên của lớp đạt kết quả học tập rèn luyện, bạn lên phòng 5 nhà d3 để hỏi rõ hơn nhé. 3. thực sự ad không hiểu câu hỏi của bạn :) , bạn lên phòng 5 d3 để hỏi thêm nhé 4. vẫn phải thi toán và anh văn bạn nhé, bạn lên phòng 105 nhà c3 (thư viện) để được tư vấn kỹ hơn nha. 5. bạn đăng ký xin thông qua email sinh viên ở mục dịch vụ công, chờ ngày hẹn và lên trao đổi thêm với phòng 5 nhà d3 theo lịch hẹn nhé. 6. đã giao đồ án rồi mà giờ vẫn chưa có điểm b1 nên không được đăng ký nữa đâu bạn, chịu khó chờ đợt tới bạn nhé. 7.trùng lịch bạn làm đơn xin hủy, nếu không hủy vẫn tính học phí bạn nhé. 8. môn này xếp thời khóa biểu được giảng viên phải trông giờ nữa. bạn trao đổi với thầy cuờng nếu các bạn không trùng lịch với thầy cường rãnh giờ thì báo với đào tạo bạn nhé.",qa_app.utc2_tags_11,website_forum.forum_help
utc2_q_1716,Câu hỏi và câu trả lời tham khảo (liên quan), 1. Mong Phòng đào tạo đẩy nhanh công tác để K54 sớm có bằng tốt nghiệp. Giờ có nhiều công ty đòi hỏi có bằng mà chúng e chưa có nên K xin đc. Vậy mong nhà Trường sớm tạo điều kiện cho chúng e ạ. ,,website_forum.forum_help
utc2_q_1717,Câu hỏi và câu trả lời tham khảo (liên quan), 2. Ad ơi cho e hỏi hồi kì hè e học vượt điểm đó đã tính vô hk2 năm ngoái hay tính vô hk1 năm nay để xét hb ạ ???,,website_forum.forum_help
utc2_q_1718,Câu hỏi và câu trả lời tham khảo (liên quan), 3. Chưa dăng ký học b1.có được đăng ký học tiếng anh chuyên ngành k vậy...cảm ơn ạ,,website_forum.forum_help
utc2_q_1719,Câu hỏi và câu trả lời tham khảo (liên quan), 4. Chào ad. Cho em hỏi là. Kì hè vừa rồi em có thi tiếng anh B1. Vậy điểm tiếng anh B1 có tính vào để xét HỌC BỔNG không ạ. Cảm ơn ad,,website_forum.forum_help
utc2_q_1720,Câu hỏi và câu trả lời tham khảo (liên quan), 5. ad cho em hỏi với ạ.em là k55 hiện đag nợ 1 môn mà môn này theo lịch thì tới 9/6 mới học xong.sau khi kết thúc tụi e có thể làm đơn xin thi liền để kịp đợt bảo vệ tốt nghiệp được không ạ.em cảm ơn ạ,qa_app.utc2_tags_6,website_forum.forum_help
utc2_q_1721,Câu hỏi và câu trả lời tham khảo (liên quan), 6. cho em hỏi hè này trường có mở lớp học lại trắc địa 4tc không ạ?,qa_app.utc2_tags_6,website_forum.forum_help
